OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
750,380316,HOSPITAL GENERAL DE LA PALMA,"CARRETERA LA CUMBRE, 28. BUENAVISTA DE ARRIBA",922185000,922185077,922185084,380086,Breña Alta,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38713,198,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,N,,N,N,N,,N,raloalo@gobiernodecanarias.org,1,1,0,0,0,1,0,0,0,0,1,0,34,-17.790404007,28.6726590110001,Manual
751,380326,COMPLEJO HOSPITALARIO UNIVERSITARIO DE CANARIAS,"OFRA, S/N",922678061,,922653808,380239,San Cristóbal de La Laguna,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38320,826,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,S,N,,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,4,2,2,3,5,1,0,3,2,0,2,1,14,-16.290327063,28.457180952,Manual
752,380337,HOSPITAL DEL NORTE,CALLE LAS GAVIOTAS Nº 22. BUEN PASO,822171471,,922653808,380223,Icod de los Vinos,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38437,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,N,N,S,380326,N,N,N,,N,dirgerhuc.scs@gobiernodecanarias.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.684673566,28.3848112650001,Manual
753,380348,HOSPITAL DEL SUR,"CARRETERA DE ARONA S/N, EL MOJÓN",922174740,,922174743,380064,Arona,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38650,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,8,SERVICIO CANARIO DE SALUD,S,N,S,380012,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.706575265,28.068117413,Manual
754,380359,CLÍNICA TARA,C/ CASAS ALTAS SN,922563351,,922563499,380435,Tacoronte,38,SANTA CRUZ DE TENERIFE,05,CANARIAS,38350,12,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,info@clinicatara.com,0,1,0,0,0,0,0,0,0,0,1,1,0,-16.403673807,28.478257614,StreetName
755,390015,HOSPITAL UNIVERSITARIO MARQUÉS DE VALDECILLA,"AV. DE VALDECILLA, S/N",942202520,,942202655,390759,Santander,39,CANTABRIA,06,CANTABRIA,39008,923,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,S,N,N,,N,N,S,,N,dirger.humv@scsalud.es,4,3,0,2,3,1,0,3,3,1,1,0,16,-3.82954244499996,43.4559827160001,Manual
756,390041,HOSPITAL RAMÓN NEGRETE,AV. DEL FARO-PINTOR EDUARDO SANZ Nº 19,942204100,,942204111,390759,Santander,39,CANTABRIA,06,CANTABRIA,39012,30,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,S,,S,secretaria@mutuamontanesa.es,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.78934194099998,43.483778988,StreetName
757,390054,HOSPITAL SANTA CLOTILDE - ORDEN HOSPITALARIA SAN JUAN DE DIOS.,"AV. GENERAL DÁVILA, 35",942217711,,942218711,390759,Santander,39,CANTABRIA,06,CANTABRIA,39006,127,13,GERIATRÍA Y/O LARGA ESTANCIA,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,hsclotilde.gerencia@hsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79898845999998,43.46831458,PointAddress
758,390067,CENTRO HOSPITALARIO PADRE MENNI,"AV. DE CANTABRIA, 52",942390060,,942391266,390759,Santander,39,CANTABRIA,06,CANTABRIA,39012,403,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,gerencia@mennisant.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.79696039099997,43.476897647,PointAddress
759,390134,HOSPITAL COMARCAL DE LAREDO,"AV. DE LOS DERECHOS HUMANOS, S/N",942638500,942638502,942607876,390358,Laredo,39,CANTABRIA,06,CANTABRIA,39770,131,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,N,N,N,,N,N,N,,N,gerencia.hlrd@scsalud.es,1,0,0,0,0,0,0,0,0,0,2,0,0,-3.44186152999993,43.4140049750001,Manual
760,390149,HOSPITAL SIERRALLANA,"Bº. DE GANZO, S/N",942847400,,942847501,390876,Torrelavega,39,CANTABRIA,06,CANTABRIA,39300,301,1,GENERAL,1,SEGURIDAD SOCIAL,27,SERVICIO CÁNTABRO DE SALUD-SCS,S,N,N,,N,N,N,,N,secretaria.hsll@scsalud.es,3,1,0,0,0,0,0,0,0,0,2,0,0,-4.07611227699994,43.3621994550001,Manual
761,390152,"CLÍNICA MOMPÍA, S.A.U.","AV. DE LOS CONDES, S/N. MOMPÍA",942584100,,942584114,390731,Santa Cruz de Bezana,39,CANTABRIA,06,CANTABRIA,39108,105,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,info@clinicamompia.com,1,1,0,0,0,0,0,1,0,0,1,0,0,-3.92133149999995,43.439445,StreetInt
762,400019,COMPLEJO ASISTENCIAL DE SEGOVIA,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM.",921419100,,921419149,401945,Segovia,40,SEGOVIA,07,CASTILLA Y LEÓN,40002,375,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.hgse@saludcastillayleon.es,2,1,0,0,0,0,0,0,0,0,2,1,15,-4.11920458799995,40.9432550000001,Postal
763,400030,HOSPITAL GENERAL DE SEGOVIA,"LUIS ERIK CLAVERÍA NEURÓLOGO, S/NÚM",921419100,,921419149,401945,Segovia,40,SEGOVIA,07,CASTILLA Y LEÓN,40002,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,400019,N,N,S,,N,gerente.hgse@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12860451499995,40.9427077,Manual
764,400045,HOSPITAL RECOLETAS SEGOVIA NTRA. SRA. DE LA MISERICORDIA,"CALLE DR. VELASCO, 21-23",921460115,,921460117,401945,Segovia,40,SEGOVIA,07,CASTILLA Y LEÓN,40003,48,1,GENERAL,13,OTRO PRIVADO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,direccion.medica.hrsg@gruporecoletas.com,1,1,0,0,0,0,0,0,0,0,1,1,0,-4.12380748399994,40.9527568250001,StreetAddressExt
765,400058,UNIDAD DE REHABILITACIÓN PSIQUIÁTRICA NTRA. SRA. DE LA FUENCISLA,"CTRA. DE LA GRANJA, KM. 7",921421800,,921420080,401556,Palazuelos de Eresma,40,SEGOVIA,07,CASTILLA Y LEÓN,40194,56,6,PSIQUIÁTRICO,7,DIPUTACIÓN O CABILDO,16,DIPUTACIÓN O CABILDO,N,N,N,,N,N,N,,S,centrolafuencisla@dipsegovia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05719675999995,40.9374115210001,StreetAddressExt
766,410016,HOSPITAL GENERAL DEL H.U. VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955012000,,955013465,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410286,N,N,S,,N,huvr@hvr.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.97918777199993,37.3570405790001,StreetName
767,410021,HOSPITAL VIRGEN DE VALME,"CTRA. CÁDIZ-BELLAVISTA, KM. 548,9",955015000,,955015143,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410303,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.97115197099993,37.318831054,Manual
768,410042,HOSPITAL VIRGEN MACARENA,"AVDA. DOCTOR FEDRIANI, 3",955008000,,955008021,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41071,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299,N,N,S,,N,ahvm@hvm.sas.junta-andalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98688920799998,37.406773382,Manual
769,410055,HOSPITAL SAN LÁZARO,"AVDA. DOCTOR FEDRIANI, 56",955017800,,955017941,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410299,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98215308899995,37.414392122,Manual
770,410074,HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÑOLA,"AV. CRUZ ROJA, 1",954352082,,954353025,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,39,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),20,PRIVADO-BENÉFICO (CRUZ ROJA),N,N,N,,N,N,S,,S,administracion@hospitalveugenia.com,1,0,0,0,0,0,0,0,0,0,1,0,0,-5.98231156299994,37.400685292,StreetAddress
771,410080,HOSPITAL SAN JUAN DE DIOS DE SEVILLA,"AV. EDUARDO DATO, 42",954933870,,954933871,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41005,47,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,sevilla2@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.96903487999998,37.3820257620001,PointAddress
772,410093,HOSPITAL DUQUES DEL INFANTADO,"C/ SOR GREGORIA DE SANTA TERESA, S/N",955016300,,955016310,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41012,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98791585399994,37.36312395,Manual
773,410107,CLÍNICA SANTA ISABEL,"LUIS MONTOTO, 100",954919000,,954571170,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41018,96,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,1,1,0,1,0,0,0,0,0,0,1,1,30,-5.97551341299993,37.387151551,PointAddress
774,410114,HOSPITAL QUIRONSALUD SAGRADO CORAZÓN,"RAFAEL SALGADO, 3",954937676,,954628155,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,147,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,,1,2,0,1,0,0,0,0,0,0,1,0,0,-5.97952998899996,37.359294305,PointAddress
775,410129,HOSPITAL FÁTIMA,"GLORIETA DE MÉXICO, 1",954613300,,955040362,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41012,73,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,info@hospitalfatima.es,1,1,0,1,1,0,0,0,0,0,1,1,1,-5.98534682899998,37.369389482,StreetName
776,410135,HOSPITAL QUIRONSALUD INFANTA LUISA,"SAN JACINTO, 87",954330100,,954001824,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41010,139,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,obdulio@infantaluisa.com,1,2,1,1,0,1,0,2,0,1,1,1,2,-6.00834475399995,37.381499707,PointAddress
777,410191,CLÍNICA NUESTRA SEÑORA DE ARÁNZAZU,"C/ JESÚS DEL GRAN PODER, 29",954382110,,954907675,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41002,10,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion@clinicaaranzazu.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.99562467799996,37.3957898210001,PointAddress
778,410212,RESIDENCIA DE SALUD MENTAL NUESTRA SEÑORA DEL CARMEN,"AV. RIO PUDIO, S/N",955723391,,954905674,410172,Bormujos,41,SEVILLA,01,ANDALUCÍA,41930,54,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,rescudero@trajanoxxv.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.07026687199993,37.378407295,StreetName
779,410227,HOSPITAL EL TOMILLAR,"CTRA. ALCALÁ-DOS HERMANAS, KM. 6",955016000,,955016032,410042,Alcalá de Guadaíra,41,SEVILLA,01,ANDALUCÍA,41500,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410303,N,N,N,,N,hospitalvalme.sspa@juntadeandalucia.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.90067180999995,37.2980179190001,Manual
780,410233,HOSPITAL SAN AGUSTÍN,"PROLONGACIÓN DOCTOR FLEMING, SECTOR 13, S/N",955050570,,955050578,410384,Dos Hermanas,41,SEVILLA,01,ANDALUCÍA,41703,93,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,1,2,0,0,0,0,0,0,0,0,1,0,0,-5.93710220599996,37.2813664830001,StreetName
781,410248,HOSPITAL DE ALTA RESOLUCIÓN DE MORÓN DE LA FRONTERA,"PLAZA DE SAN FRANCISCO, S/N",954851008,,954852083,410652,Morón de la Frontera,41,SEVILLA,01,ANDALUCÍA,41530,12,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,1,0,0,-5.45441538099993,37.117589702,Manual
782,410251,HOSPITAL LA MERCED,"AVDA. DE LA CONSTITUCIÓN, 2",955077200,,955077217,410687,Osuna,41,SEVILLA,01,ANDALUCÍA,41640,225,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,N,dgerencia.aso.sspa@juntadeandalucia.es,2,0,0,0,0,0,0,0,0,0,2,0,0,-5.09598333499997,37.232725816,Manual
783,410286,HOSPITAL UNIVERSITARIO VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955013466,,955013465,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,1350,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,,8,4,4,3,4,1,0,5,1,1,5,1,50,-5.97906071599994,37.362823002,Manual
784,410299,HOSPITAL UNIVERSITARIO VIRGEN MACARENA,"AVDA. DOCTOR FEDRIANI, 3",955008000,,955008021,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41009,960,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,secretariadireccionger.hvm.sspa@juntadeandalucia.es,5,1,0,3,0,0,0,3,3,0,4,2,37,-5.98607019899993,37.4064748870001,PointAddress
785,410303,HOSPITAL UNIVERSITARIO VIRGEN DE VALME,"AVDA. DE BELLAVISTA, S/N",955015160,,955015186,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,617,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,S,S,N,,N,N,S,,N,hospitalvalme.sspa@juntadeandalucia.es,2,1,0,2,0,1,0,0,0,0,3,0,10,-5.96929888599993,37.3154571380001,StreetName
786,410325,"FREMAP, HOSPITAL Y CENTRO DE REHABILITACIÓN DE SEVILLA","AV. DE JEREZ, S/N",954249102,,954249283,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41014,102,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,,1,1,0,0,0,0,0,0,0,0,0,0,0,-5.96531371599997,37.3254585400001,StreetName
787,410346,HOSPITAL PSIQUIÁTRICO PENITENCIARIO,"CRTA. TORREBLANCA-MAIRENA, KM. 3,5",955616666,,955614300,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41007,26,6,PSIQUIÁTRICO,4,MINISTERIO DE INTERIOR,14,ADMINISTRACIÓN PENITENCIARIA,N,N,N,,N,N,S,,N,director.sevillaps@dgip.mir.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.95718392399993,37.3997596940001,Postal
788,410353,HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE,"AVDA. SAN JUAN DE DIOS, S/N",955050550,,955059162,410172,Bormujos,41,SEVILLA,01,ANDALUCÍA,41930,200,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),2,SERVICIO ANDALUZ DE SALUD,S,N,N,,N,N,N,,S,,1,1,0,0,0,0,0,0,0,0,2,0,0,-6.08211955099995,37.368186721,StreetName
789,410375,HOSPITAL NISA SEVILLA-ALJARAFE,"AVDA. PLACIDO FERNANDEZ VIAGAS, S/N",954464000,,954161503,410299,Castilleja de la Cuesta,41,SEVILLA,01,ANDALUCÍA,41950,148,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,sevillaaljarafe@hospitales.nisa.es,1,1,0,1,1,1,0,0,0,0,1,1,2,-6.06177874699995,37.389698326,StreetName
790,410386,HOSPITAL DE ALTA RESOLUCIÓN DE UTRERA,"BRIGADAS INTERNACIONALES, S/N",955839097,,955099147,410956,Utrera,41,SEVILLA,01,ANDALUCÍA,41710,14,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,secretaria.chare.utrera.sspa@juntadeandalucia.es,1,0,0,0,1,0,0,0,0,0,1,0,0,-5.78497788199996,37.1758854990001,Manual
791,410397,HOSPITAL DE ALTA RESOLUCIÓN SIERRA NORTE,"DR. LARRAURI, S/N",955889037,,955889110,410331,Constantina,41,SEVILLA,01,ANDALUCÍA,41450,8,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,-5.61921952099993,37.8623055460001,Manual
792,410409,HOSPITAL VIAMED SANTA ÁNGELA DE LA CRUZ,"AVDA. DE JEREZ, 59",954032000,,954032001,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,105,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,gpc@viamedsantaangeladelacruz.com,1,1,0,0,0,0,0,0,0,0,1,0,0,-5.96668256499993,37.3274298800001,StreetAddress
793,410419,HOSPITAL DE ALTA RESOLUCIÓN DE ÉCIJA,"AV. DOCTOR SÁNCHEZ MALO, 73",,,,410397,Écija,41,SEVILLA,01,ANDALUCÍA,41400,38,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,-5.09212972899996,37.5322433800001,Manual
794,410432,CLÍNICA DE SALUD MENTAL MIGUEL DE MAÑARA,"C/ HERMANOS DE LA CRUZ BLANCA, 1 (MONTEQUINTO)",954127033,,,410384,Dos Hermanas,41,SEVILLA,01,ANDALUCÍA,41089,18,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,direccion@samuwellness.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.91951963099996,37.3314817670001,StreetName
795,410443,HOSPITAL DE REHABILITACIÓN Y TRAUMATOLOGÍA VIRGEN DEL ROCÍO,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,10,TRAUMATOLOGÍA Y/O REHABILITACIÓN,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.98106915499994,37.361881575,Manual
796,410454,HOSPITAL DE ALTA RESOLUCIÓN DE LEBRIJA,"AVDA. EL CUERVO, S/N",,,,410536,Lebrija,41,SEVILLA,01,ANDALUCÍA,41740,22,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,N,,N,N,N,,N,,1,0,0,0,0,0,0,0,0,0,1,0,0,-6.07267484699997,36.910486082,Manual
797,410465,HOSPITAL INFANTIL,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,4,INFANTIL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.97918777199993,37.3570405790001,StreetName
798,410476,HOSPITAL DE LA MUJER,"AVDA. MANUEL SIUROT, S/N",955012000,,955013473,410917,Sevilla,41,SEVILLA,01,ANDALUCÍA,41013,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,2,SERVICIO ANDALUZ DE SALUD,N,N,S,410286,S,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.97918777199993,37.3570405790001,StreetName
799,420011,HOSPITAL SANTA BÁRBARA,"Pº SANTA BÁRBARA, S/N",975234300,,975234305,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,0,1,GENERAL,1,SEGURIDAD SOCIAL,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,420040,N,N,S,,N,gerente.hsor@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47127376599997,41.7719249680001,Manual
800,420026,HOSPITAL VIRGEN DEL MIRÓN,"CTRA. DE LOGROÑO, 8",975220850,,975220547,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,N,S,420040,N,N,S,,N,gerente.hsor@saludcastillayleon.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.46396048299994,41.7715405660001,Manual
801,420040,COMPLEJO ASISTENCIAL DE SORIA,"Pº. STA. BÁRBARA, S/N",975234300,,975234305,421736,Soria,42,SORIA,07,CASTILLA Y LEÓN,42005,319,1,GENERAL,9,ENTIDADES PÚBLICAS,35,SANIDAD CASTILLA Y LEÓN-SACYL,S,S,N,,N,N,S,,N,gerente.hsor@saludcastillayleon.es,2,1,0,0,0,0,0,0,0,0,1,1,23,-2.47256122599993,41.771348851,StreetName
802,430017,HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA,"CR DOCTOR MALLAFRÉ GUASCH, 4",977295800,977295857,977224011,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43005,372,1,GENERAL,1,SEGURIDAD SOCIAL,3,INSTITUTO CATALÁN DE LA SALUD,S,N,N,,N,N,S,,Xhup,rramon@hjxxiii.scs.es / hospital@hj23.es,3,1,2,1,1,0,0,0,0,0,0,1,13,1.23857342400004,41.124597303,Manual
803,430022,HOSPITAL SOCIOSANITARI FRANCOLÍ,"CR DOCTOR MALLAFRE GUASCH, S/N",977232714,977232714,977237844,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43005,156,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,18,OTROS PÚBLICOS,N,N,N,,N,N,S,,N,gipss@gencat.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23914820800007,41.1249338740001,Manual
804,430043,HOSPITAL DE SANT PAU I SANTA TECLA,"RB VELLA, 14",977259900,977259900,977234942,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43003,186,1,GENERAL,13,OTRO PRIVADO BENÉFICO,22,OTRO PRIVADO-BENÉFICO,S,N,N,,N,N,S,,Xhup,gloria@sv.ftecla.es,1,0,0,0,0,0,0,0,0,0,0,0,0,1.25499580700006,41.1164382050001,PointAddress
805,430056,HOSPITAL VIAMED MONEGAL,"CR LÓPEZ PELÁEZ, 15-17",977225012,977225012,977244568,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43002,53,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,jniubo@viamedmonegal.com,1,0,0,0,0,0,0,0,0,0,1,1,0,1.25124993100007,41.118716567,PointAddress
806,430069,CLÍNICA ACTIVA MÚTUA 2008,"CR PIN I SOLER, 12",977217900,977217900,977230716,431482,Tarragona,43,TARRAGONA,09,CATALUÑA,43002,22,14,OTROS MONOGRÁFICOS,10,MATEP,19,MATEP,N,N,N,,N,N,S,,N,tcabre@activamutua.es,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24876320700002,41.118883554,PointAddress
807,430081,HOSPITAL COMARCAL MÓRA D'EBRE,"CR BENET MESSEGUER, S/N",977401863,977401674,977401214,430939,Móra d'Ebre,43,TARRAGONA,09,CATALUÑA,43740,120,1,GENERAL,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,dtorras@grupsgs.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638773807000064,41.095273891,Manual
808,430094,HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS,"AV JOSEP LAPORTE, 2",977310300,977310300,977323690,431233,Reus,43,TARRAGONA,09,CATALUÑA,43204,313,1,GENERAL,8,MUNICIPIO,17,MUNICIPIO,S,N,N,,N,N,N,,Xhup,abrunet@grupsgs.com,1,1,1,0,0,0,0,2,0,1,1,1,0,1.12248864400004,41.1444277630001,StreetName
809,430108,CENTRE MQ REUS,"CR ANTONI GAUDÍ, 26",977010800,977010800,977317399,431233,Reus,43,TARRAGONA,09,CATALUÑA,43203,50,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,Xhup,dadm.cmqr@grupsgs.com,2,0,0,0,0,0,0,0,0,0,0,0,0,1.10643081000006,41.160215022,PointAddress
